Training History
Val_SSIM: 0.895835

Epoch 462:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5160
Val_SSIM: 0.894964

Epoch 463:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5107
Val_SSIM: 0.894224

Epoch 464:
G_Loss: 0.019505
D_Loss: 2.000000
Val_PSNR: 32.4972
Val_SSIM: 0.894776

Epoch 465:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5125
Val_SSIM: 0.894451

Epoch 466:
G_Loss: 0.019499
D_Loss: 2.000000
Val_PSNR: 32.5122
Val_SSIM: 0.894107

Epoch 467:
G_Loss: 0.019501
D_Loss: 2.000000
Val_PSNR: 32.5073
Val_SSIM: 0.893199

Epoch 468:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5080
Val_SSIM: 0.893474

Epoch 469:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5099
Val_SSIM: 0.894557

Epoch 470:
G_Loss: 0.019503
D_Loss: 2.000000
Val_PSNR: 32.5072
Val_SSIM: 0.893167

Epoch 471:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5086
Val_SSIM: 0.893025

Epoch 472:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5089
Val_SSIM: 0.894692

Epoch 473:
G_Loss: 0.019499
D_Loss: 2.000000
Val_PSNR: 32.5052
Val_SSIM: 0.894280

Epoch 474:
G_Loss: 0.019501
D_Loss: 2.000000
Val_PSNR: 32.5214
Val_SSIM: 0.896252

Epoch 475:
G_Loss: 0.019501
D_Loss: 2.000000
Val_PSNR: 32.5066
Val_SSIM: 0.893949

Epoch 476:
G_Loss: 0.019497
D_Loss: 2.000000
Val_PSNR: 32.5026
Val_SSIM: 0.892263

Epoch 477:
G_Loss: 0.019502
D_Loss: 2.000000
Val_PSNR: 32.5162
Val_SSIM: 0.894519

Epoch 478:
G_Loss: 0.019499
D_Loss: 2.000000
Val_PSNR: 32.4871
Val_SSIM: 0.894462

Epoch 479:
G_Loss: 0.019498
D_Loss: 2.000000
Val_PSNR: 32.5161
Val_SSIM: 0.894168

Epoch 480:
G_Loss: 0.019501
D_Loss: 2.000000
Val_PSNR: 32.5135
Val_SSIM: 0.895888

Epoch 481:
G_Loss: 0.019500
D_Loss: 2.000000
Val_PSNR: 32.5155
Val_SSIM: 0.895818

Epoch 482:
G_Loss: 0.019496
D_Loss: 2.000000
Val_PSNR: 32.5118
Val_SSIM: 0.894101

Epoch 483:
G_Loss: 0.019498
D_Loss: 2.000000
Val_PSNR: 32.5027
Val_SSIM: 0.894182

Epoch 484:
G_Loss: 0.019496
D_Loss: 2.000000
Val_PSNR: 32.5099
Val_SSIM: 0.894304

Epoch 485:
G_Loss: 0.019500
D_Loss: 2.000000
Val_PSNR: 32.4921
Val_SSIM: 0.894675

Epoch 486:
G_Loss: 0.019494
D_Loss: 2.000000
Val_PSNR: 32.5082
Val_SSIM: 0.894307

Epoch 487:
G_Loss: 0.019497
D_Loss: 2.000000
Val_PSNR: 32.5178
Val_SSIM: 0.894441

Epoch 488:
G_Loss: 0.019497
D_Loss: 2.000000
Val_PSNR: 32.5134
Val_SSIM: 0.893925

Epoch 489:
G_Loss: 0.019496
D_Loss: 2.000000
Val_PSNR: 32.5078
Val_SSIM: 0.893827

Epoch 490:
G_Loss: 0.019493
D_Loss: 2.000000
Val_PSNR: 32.4885
Val_SSIM: 0.894217

Epoch 491:
G_Loss: 0.019494
D_Loss: 2.000000
Val_PSNR: 32.4946
Val_SSIM: 0.893154

Epoch 492:
G_Loss: 0.019494
D_Loss: 2.000000
Val_PSNR: 32.4987
Val_SSIM: 0.895768

Epoch 493:
G_Loss: 0.019493
D_Loss: 2.000000
Val_PSNR: 32.4879
Val_SSIM: 0.892909

Epoch 494:
G_Loss: 0.019493
D_Loss: 2.000000
Val_PSNR: 32.5181
Val_SSIM: 0.894526

Epoch 495:
G_Loss: 0.019495
D_Loss: 2.000000
Val_PSNR: 32.5075
Val_SSIM: 0.894547

Epoch 496:
G_Loss: 0.019496
D_Loss: 2.000000
Val_PSNR: 32.4982
Val_SSIM: 0.894883

Epoch 497:
G_Loss: 0.019494
D_Loss: 2.000000
Val_PSNR: 32.5042
Val_SSIM: 0.894830

Epoch 498:
G_Loss: 0.019494
D_Loss: 2.000000
Val_PSNR: 32.5034
Val_SSIM: 0.893846

Epoch 499:
G_Loss: 0.019492
D_Loss: 2.000000
Val_PSNR: 32.5210
Val_SSIM: 0.895906

Epoch 500:
G_Loss: 0.019495
D_Loss: 2.000000
Val_PSNR: 32.5101
Val_SSIM: 0.893420

Epoch 501:
G_Loss: 0.020100
D_Loss: 2.000000
Val_PSNR: 32.5083
Val_SSIM: 0.893803

Epoch 502:
G_Loss: 0.020097
D_Loss: 2.000000
Val_PSNR: 32.5105
Val_SSIM: 0.894012

Epoch 503:
G_Loss: 0.020094
D_Loss: 2.000000
Val_PSNR: 32.5143
Val_SSIM: 0.895558

Epoch 504:
G_Loss: 0.020095
D_Loss: 2.000000
Val_PSNR: 32.5148
Val_SSIM: 0.894760

Epoch 505:
G_Loss: 0.020095
D_Loss: 2.000000
Val_PSNR: 32.5138
Val_SSIM: 0.894556

Epoch 506:
G_Loss: 0.020093
D_Loss: 2.000000
Val_PSNR: 32.4993
Val_SSIM: 0.894399

Epoch 507:
G_Loss: 0.020092
D_Loss: 2.000000
Val_PSNR: 32.5190
Val_SSIM: 0.894768

Epoch 508:
G_Loss: 0.020088
D_Loss: 2.000000
Val_PSNR: 32.5164
Val_SSIM: 0.894062

Epoch 509:
G_Loss: 0.020093
D_Loss: 2.000000
Val_PSNR: 32.5156
Val_SSIM: 0.894403

Epoch 510:
G_Loss: 0.020092
D_Loss: 2.000000
Val_PSNR: 32.5081
Val_SSIM: 0.895030

Epoch 511:
G_Loss: 0.020089
D_Loss: 2.000000
Val_PSNR: 32.5112
Val_SSIM: 0.893379

Epoch 512:
G_Loss: 0.020089
D_Loss: 2.000000
Val_PSNR: 32.5176
Val_SSIM: 0.894923

Epoch 513:
G_Loss: 0.020090
D_Loss: 2.000000
Val_PSNR: 32.5142
Val_SSIM: 0.894546

Epoch 514:
G_Loss: 0.020087
D_Loss: 2.000000
Val_PSNR: 32.5130
Val_SSIM: 0.893009

Epoch 515:
G_Loss: 0.020088
D_Loss: 2.000000
Val_PSNR: 32.5133
Val_SSIM: 0.894484

Epoch 516:
G_Loss: 0.020088
D_Loss: 2.000000
Val_PSNR: 32.5088
Val_SSIM: 0.894141

Epoch 517:
G_Loss: 0.020088
D_Loss: 2.000000
Val_PSNR: 32.5136
Val_SSIM: 0.895750

Epoch 518:
G_Loss: 0.020088
D_Loss: 2.000000
Val_PSNR: 32.5043
Val_SSIM: 0.893955

Epoch 519:
G_Loss: 0.020084
D_Loss: 2.000000
Val_PSNR: 32.5129
Val_SSIM: 0.895500

Epoch 520:
G_Loss: 0.020088
D_Loss: 2.000000
Val_PSNR: 32.5078
Val_SSIM: 0.894737

Epoch 521:
G_Loss: 0.020081
D_Loss: 2.000000
Val_PSNR: 32.4864
Val_SSIM: 0.896644

Epoch 522:
G_Loss: 0.020084
D_Loss: 2.000000
Val_PSNR: 32.5093
Val_SSIM: 0.895177

Epoch 523:
G_Loss: 0.020081
D_Loss: 2.000000
Val_PSNR: 32.5165
Val_SSIM: 0.895183

Epoch 524:
G_Loss: 0.020084
D_Loss: 2.000000
Val_PSNR: 32.5182
Val_SSIM: 0.896314

Epoch 525:
G_Loss: 0.020082
D_Loss: 2.000000
Val_PSNR: 32.5116
Val_SSIM: 0.896698

Epoch 526:
G_Loss: 0.020082
D_Loss: 2.000000
Val_PSNR: 32.5165
Val_SSIM: 0.895324

Epoch 527:
G_Loss: 0.020081
D_Loss: 2.000000
Val_PSNR: 32.5125
Val_SSIM: 0.894234

Epoch 528:
G_Loss: 0.020079
D_Loss: 2.000000
Val_PSNR: 32.5054
Val_SSIM: 0.895049

Epoch 529:
G_Loss: 0.020082
D_Loss: 2.000000
Val_PSNR: 32.5056
Val_SSIM: 0.894484

Epoch 530:
G_Loss: 0.020081
D_Loss: 2.000000
Val_PSNR: 32.5149
Val_SSIM: 0.894870

Epoch 531:
G_Loss: 0.020080
D_Loss: 2.000000
Val_PSNR: 32.5106
Val_SSIM: 0.894921

Epoch 532:
G_Loss: 0.020082
D_Loss: 2.000000
Val_PSNR: 32.5174
Val_SSIM: 0.894705

Epoch 533:
G_Loss: 0.020078
D_Loss: 2.000000
Val_PSNR: 32.5211
Val_SSIM: 0.894006

Epoch 534:
G_Loss: 0.020081
D_Loss: 2.000000
Val_PSNR: 32.5107
Val_SSIM: 0.894699

Epoch 535:
G_Loss: 0.020077
D_Loss: 2.000000
Val_PSNR: 32.5217
Val_SSIM: 0.894065

Epoch 536:
G_Loss: 0.020075
D_Loss: 2.000000
Val_PSNR: 32.5125
Val_SSIM: 0.894696

Epoch 537:
G_Loss: 0.020078
D_Loss: 2.000000
Val_PSNR: 32.5192
Val_SSIM: 0.896057

Epoch 538:
G_Loss: 0.020076
D_Loss: 2.000000
Val_PSNR: 32.5164
Val_SSIM: 0.893866

Epoch 539:
G_Loss: 0.020076
D_Loss: 2.000000
Val_PSNR: 32.5145
Val_SSIM: 0.893847

Epoch 540:
G_Loss: 0.020077
D_Loss: 2.000000
Val_PSNR: 32.4918
Val_SSIM: 0.893656

Epoch 541:
G_Loss: 0.020076
D_Loss: 2.000000
Val_PSNR: 32.5041
Val_SSIM: 0.895889

Epoch 542:
G_Loss: 0.020078
D_Loss: 2.000000
Val_PSNR: 32.5150
Val_SSIM: 0.893629

Epoch 543:
G_Loss: 0.020073
D_Loss: 2.000000
Val_PSNR: 32.5227
Val_SSIM: 0.893806

Epoch 544:
G_Loss: 0.020073
D_Loss: 2.000000
Val_PSNR: 32.5195
Val_SSIM: 0.895066

Epoch 545:
G_Loss: 0.020075
D_Loss: 2.000000
Val_PSNR: 32.5130
Val_SSIM: 0.895533

Epoch 546:
G_Loss: 0.020073
D_Loss: 2.000000
Val_PSNR: 32.5175
Val_SSIM: 0.895250

Epoch 547:
G_Loss: 0.020076
D_Loss: 2.000000
Val_PSNR: 32.5150
Val_SSIM: 0.893168

Epoch 548:
G_Loss: 0.020076
D_Loss: 2.000000
Val_PSNR: 32.5073
Val_SSIM: 0.894857

Epoch 549:
G_Loss: 0.020072
D_Loss: 2.000000
Val_PSNR: 32.5142
Val_SSIM: 0.896589

Epoch 550:
G_Loss: 0.020070
D_Loss: 2.000000
Val_PSNR: 32.4828
Val_SSIM: 0.894427

Epoch 551:
G_Loss: 0.020074
D_Loss: 2.000000
Val_PSNR: 32.5093
Val_SSIM: 0.893637

Epoch 552:
G_Loss: 0.020072
D_Loss: 2.000000
Val_PSNR: 32.5174
Val_SSIM: 0.894158

Epoch 553:
G_Loss: 0.020074
D_Loss: 2.000000
Val_PSNR: 32.5153
Val_SSIM: 0.895060

Epoch 554:
G_Loss: 0.020075
D_Loss: 2.000000
Val_PSNR: 32.5121
Val_SSIM: 0.894333

Epoch 555:
G_Loss: 0.020073
D_Loss: 2.000000
Val_PSNR: 32.5147
Val_SSIM: 0.893846

Epoch 556:
G_Loss: 0.020069
D_Loss: 2.000000
Val_PSNR: 32.5090
Val_SSIM: 0.893899

Epoch 557:
G_Loss: 0.020071
D_Loss: 2.000000
Val_PSNR: 32.5175
Val_SSIM: 0.896625

Epoch 558:
G_Loss: 0.020070
D_Loss: 2.000000
Val_PSNR: 32.5081
Val_SSIM: 0.894188

Epoch 559:
G_Loss: 0.020073
D_Loss: 2.000000
Val_PSNR: 32.5107
Val_SSIM: 0.895332

Epoch 560:
G_Loss: 0.020070
D_Loss: 2.000000
Val_PSNR: 32.5221
Val_SSIM: 0.895390

Epoch 561:
G_Loss: 0.020072
D_Loss: 2.000000
Val_PSNR: 32.5107
Val_SSIM: 0.893781

Epoch 562:
G_Loss: 0.020066
D_Loss: 2.000000
Val_PSNR: 32.5199
Val_SSIM: 0.895443

Epoch 563:
G_Loss: 0.020066
D_Loss: 2.000000
Val_PSNR: 32.5081
Val_SSIM: 0.895876

Epoch 564:
G_Loss: 0.020068
D_Loss: 2.000000
Val_PSNR: 32.5166
Val_SSIM: 0.894726

Epoch 565:
G_Loss: 0.020069
D_Loss: 2.000000
Val_PSNR: 32.5049
Val_SSIM: 0.894459

Epoch 566:
G_Loss: 0.020065
D_Loss: 2.000000
Val_PSNR: 32.5193
Val_SSIM: 0.894630

Epoch 567:
G_Loss: 0.020069
D_Loss: 2.000000
Val_PSNR: 32.5196
Val_SSIM: 0.895481

Epoch 568:
G_Loss: 0.020069
D_Loss: 2.000000
Val_PSNR: 32.5136
Val_SSIM: 0.895665

Epoch 569:
G_Loss: 0.020064
D_Loss: 2.000000
Val_PSNR: 32.5189
Val_SSIM: 0.895125

Epoch 570:
G_Loss: 0.020067
D_Loss: 2.000000
Val_PSNR: 32.5232
Val_SSIM: 0.896076

Epoch 571:
G_Loss: 0.020067
D_Loss: 2.000000
Val_PSNR: 32.5169
Val_SSIM: 0.893794

Epoch 572:
G_Loss: 0.020065
D_Loss: 2.000000
Val_PSNR: 32.5121
Val_SSIM: 0.895315

Epoch 573:
G_Loss: 0.020061
D_Loss: 2.000000
Val_PSNR: 32.5077
Val_SSIM: 0.894612

Epoch 574:
G_Loss: 0.020065
D_Loss: 2.000000
Val_PSNR: 32.5170
Val_SSIM: 0.895244

Epoch 575:
G_Loss: 0.020064
D_Loss: 2.000000
Val_PSNR: 32.5126
Val_SSIM: 0.895390

Epoch 576:
G_Loss: 0.020064
D_Loss: 2.000000
Val_PSNR: 32.5164
Val_SSIM: 0.894502

Epoch 577:
G_Loss: 0.020062
D_Loss: 2.000000
Val_PSNR: 32.5002
Val_SSIM: 0.893406

Epoch 578:
G_Loss: 0.020066
D_Loss: 2.000000
Val_PSNR: 32.5062
Val_SSIM: 0.893996

Epoch 579:
G_Loss: 0.020062
D_Loss: 2.000000
Val_PSNR: 32.5262
Val_SSIM: 0.894702

Epoch 580:
G_Loss: 0.020067
D_Loss: 2.000000
Val_PSNR: 32.5186
Val_SSIM: 0.894132

Epoch 581:
G_Loss: 0.020066
D_Loss: 2.000000
Val_PSNR: 32.5058
Val_SSIM: 0.894734

Epoch 582:
G_Loss: 0.020062
D_Loss: 2.000000
Val_PSNR: 32.5178
Val_SSIM: 0.893799

Epoch 583:
G_Loss: 0.020061
D_Loss: 2.000000
Val_PSNR: 32.5162
Val_SSIM: 0.894464

Epoch 584:
G_Loss: 0.020063
D_Loss: 2.000000
Val_PSNR: 32.5160
Val_SSIM: 0.893035

Epoch 585:
G_Loss: 0.020059
D_Loss: 2.000000
Val_PSNR: 32.5097
Val_SSIM: 0.894704

Epoch 586:
G_Loss: 0.020061
D_Loss: 2.000000
Val_PSNR: 32.5189
Val_SSIM: 0.895279

Epoch 587:
G_Loss: 0.020063
D_Loss: 2.000000
Val_PSNR: 32.5193
Val_SSIM: 0.894184

Epoch 588:
G_Loss: 0.020062
D_Loss: 2.000000
Val_PSNR: 32.5145
Val_SSIM: 0.896161

Epoch 589:
G_Loss: 0.020059
D_Loss: 2.000000
Val_PSNR: 32.5228
Val_SSIM: 0.894325

Epoch 590:
G_Loss: 0.020059
D_Loss: 2.000000
Val_PSNR: 32.5241
Val_SSIM: 0.896163

Epoch 591:
G_Loss: 0.020060
D_Loss: 2.000000
Val_PSNR: 32.5191
Val_SSIM: 0.894825

Epoch 592:
G_Loss: 0.020061
D_Loss: 2.000000
Val_PSNR: 32.5274
Val_SSIM: 0.895482

Epoch 593:
G_Loss: 0.020057
D_Loss: 2.000000
Val_PSNR: 32.5130
Val_SSIM: 0.894437

Epoch 594:
G_Loss: 0.020060
D_Loss: 2.000000
Val_PSNR: 32.5169
Val_SSIM: 0.896354

Epoch 595:
G_Loss: 0.020058
D_Loss: 2.000000
Val_PSNR: 32.4907
Val_SSIM: 0.895697

Epoch 596:
G_Loss: 0.020057
D_Loss: 2.000000
Val_PSNR: 32.5190
Val_SSIM: 0.895328

Epoch 597:
G_Loss: 0.020054
D_Loss: 2.000000
Val_PSNR: 32.5213
Val_SSIM: 0.895717

Epoch 598:
G_Loss: 0.020058
D_Loss: 2.000000
Val_PSNR: 32.5144
Val_SSIM: 0.895448

Epoch 599:
G_Loss: 0.020056
D_Loss: 2.000000
Val_PSNR: 32.5243
Val_SSIM: 0.896669

Epoch 600:
G_Loss: 0.020056
D_Loss: 2.000000
Val_PSNR: 32.5121
Val_SSIM: 0.893596

Epoch 601:
G_Loss: 0.020060
D_Loss: 2.000000
Val_PSNR: 32.5184
Val_SSIM: 0.893923

Epoch 602:
G_Loss: 0.020056
D_Loss: 2.000000
Val_PSNR: 32.4995
Val_SSIM: 0.894614

Epoch 603:
G_Loss: 0.020057
D_Loss: 2.000000
Val_PSNR: 32.5198
Val_SSIM: 0.895936

Epoch 604:
G_Loss: 0.020057
D_Loss: 2.000000
Val_PSNR: 32.5151
Val_SSIM: 0.896190

Epoch 605:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5139
Val_SSIM: 0.894516

Epoch 606:
G_Loss: 0.020057
D_Loss: 2.000000
Val_PSNR: 32.5250
Val_SSIM: 0.895829

Epoch 607:
G_Loss: 0.020056
D_Loss: 2.000000
Val_PSNR: 32.5139
Val_SSIM: 0.893841

Epoch 608:
G_Loss: 0.020055
D_Loss: 2.000000
Val_PSNR: 32.5176
Val_SSIM: 0.894885

Epoch 609:
G_Loss: 0.020054
D_Loss: 2.000000
Val_PSNR: 32.5161
Val_SSIM: 0.895071

Epoch 610:
G_Loss: 0.020051
D_Loss: 2.000000
Val_PSNR: 32.5231
Val_SSIM: 0.894172

Epoch 611:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5202
Val_SSIM: 0.894657

Epoch 612:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5262
Val_SSIM: 0.894146

Epoch 613:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5143
Val_SSIM: 0.895157

Epoch 614:
G_Loss: 0.020054
D_Loss: 2.000000
Val_PSNR: 32.5092
Val_SSIM: 0.894834

Epoch 615:
G_Loss: 0.020055
D_Loss: 2.000000
Val_PSNR: 32.5223
Val_SSIM: 0.895742

Epoch 616:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5178
Val_SSIM: 0.895216

Epoch 617:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5168
Val_SSIM: 0.894392

Epoch 618:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5188
Val_SSIM: 0.896023

Epoch 619:
G_Loss: 0.020054
D_Loss: 2.000000
Val_PSNR: 32.5144
Val_SSIM: 0.895693

Epoch 620:
G_Loss: 0.020048
D_Loss: 2.000000
Val_PSNR: 32.5074
Val_SSIM: 0.894668

Epoch 621:
G_Loss: 0.020047
D_Loss: 2.000000
Val_PSNR: 32.5206
Val_SSIM: 0.895249

Epoch 622:
G_Loss: 0.020051
D_Loss: 2.000000
Val_PSNR: 32.5130
Val_SSIM: 0.894904

Epoch 623:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5284
Val_SSIM: 0.894185

Epoch 624:
G_Loss: 0.020049
D_Loss: 2.000000
Val_PSNR: 32.5085
Val_SSIM: 0.894886

Epoch 625:
G_Loss: 0.020051
D_Loss: 2.000000
Val_PSNR: 32.5056
Val_SSIM: 0.894916

Epoch 626:
G_Loss: 0.020052
D_Loss: 2.000000
Val_PSNR: 32.5229
Val_SSIM: 0.894112

Epoch 627:
G_Loss: 0.020050
D_Loss: 2.000000
Val_PSNR: 32.5274
Val_SSIM: 0.894490

Epoch 628:
G_Loss: 0.020049
D_Loss: 2.000000
Val_PSNR: 32.5231
Val_SSIM: 0.893476

Epoch 629:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5217
Val_SSIM: 0.894535

Epoch 630:
G_Loss: 0.020047
D_Loss: 2.000000
Val_PSNR: 32.5334
Val_SSIM: 0.895637

Epoch 631:
G_Loss: 0.020049
D_Loss: 2.000000
Val_PSNR: 32.5247
Val_SSIM: 0.894393

Epoch 632:
G_Loss: 0.020047
D_Loss: 2.000000
Val_PSNR: 32.5146
Val_SSIM: 0.894548

Epoch 633:
G_Loss: 0.020047
D_Loss: 2.000000
Val_PSNR: 32.5227
Val_SSIM: 0.894902

Epoch 634:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5240
Val_SSIM: 0.896434

Epoch 635:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5291
Val_SSIM: 0.894148

Epoch 636:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5200
Val_SSIM: 0.895813

Epoch 637:
G_Loss: 0.020045
D_Loss: 2.000000
Val_PSNR: 32.5296
Val_SSIM: 0.895087

Epoch 638:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5215
Val_SSIM: 0.894223

Epoch 639:
G_Loss: 0.020042
D_Loss: 2.000000
Val_PSNR: 32.5160
Val_SSIM: 0.895629

Epoch 640:
G_Loss: 0.020044
D_Loss: 2.000000
Val_PSNR: 32.5144
Val_SSIM: 0.895729

Epoch 641:
G_Loss: 0.020043
D_Loss: 2.000000
Val_PSNR: 32.5214
Val_SSIM: 0.895133

Epoch 642:
G_Loss: 0.020044
D_Loss: 2.000000
Val_PSNR: 32.5189
Val_SSIM: 0.895206

Epoch 643:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5251
Val_SSIM: 0.895461

Epoch 644:
G_Loss: 0.020042
D_Loss: 2.000000
Val_PSNR: 32.5000
Val_SSIM: 0.894605

Epoch 645:
G_Loss: 0.020042
D_Loss: 2.000000
Val_PSNR: 32.5249
Val_SSIM: 0.894410

Epoch 646:
G_Loss: 0.020043
D_Loss: 2.000000
Val_PSNR: 32.5281
Val_SSIM: 0.894959

Epoch 647:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5180
Val_SSIM: 0.895603

Epoch 648:
G_Loss: 0.020043
D_Loss: 2.000000
Val_PSNR: 32.5266
Val_SSIM: 0.895357

Epoch 649:
G_Loss: 0.020042
D_Loss: 2.000000
Val_PSNR: 32.5262
Val_SSIM: 0.896080

Epoch 650:
G_Loss: 0.020038
D_Loss: 2.000000
Val_PSNR: 32.5251
Val_SSIM: 0.895127

Epoch 651:
G_Loss: 0.020046
D_Loss: 2.000000
Val_PSNR: 32.5175
Val_SSIM: 0.894104

Epoch 652:
G_Loss: 0.020040
D_Loss: 2.000000
Val_PSNR: 32.5142
Val_SSIM: 0.894714

Epoch 653:
G_Loss: 0.020039
D_Loss: 2.000000
Val_PSNR: 32.5069
Val_SSIM: 0.895911

Epoch 654:
G_Loss: 0.020035
D_Loss: 2.000000
Val_PSNR: 32.5162
Val_SSIM: 0.896171

Epoch 655:
G_Loss: 0.020040
D_Loss: 2.000000
Val_PSNR: 32.5215
Val_SSIM: 0.895082

Epoch 656:
G_Loss: 0.020038
D_Loss: 2.000000
Val_PSNR: 32.5256
Val_SSIM: 0.894639

Epoch 657:
G_Loss: 0.020036
D_Loss: 2.000000
Val_PSNR: 32.5214
Val_SSIM: 0.894671

Epoch 658:
G_Loss: 0.020038
D_Loss: 2.000000
Val_PSNR: 32.5171
Val_SSIM: 0.893541

Epoch 659:
G_Loss: 0.020041
D_Loss: 2.000000
Val_PSNR: 32.5250
Val_SSIM: 0.894110

Epoch 660:
G_Loss: 0.020040
D_Loss: 2.000000
Val_PSNR: 32.5033
Val_SSIM: 0.895938

Epoch 661:
G_Loss: 0.020036
D_Loss: 2.000000
Val_PSNR: 32.5182
Val_SSIM: 0.893930

Epoch 662:
G_Loss: 0.020037
D_Loss: 2.000000
Val_PSNR: 32.5378
Val_SSIM: 0.894452

Epoch 663:
G_Loss: 0.020039
D_Loss: 2.000000
Val_PSNR: 32.5309
Val_SSIM: 0.894645

Epoch 664:
G_Loss: 0.020040
D_Loss: 2.000000
Val_PSNR: 32.5198
Val_SSIM: 0.893910

Epoch 665:
G_Loss: 0.020037
D_Loss: 2.000000
Val_PSNR: 32.5320
Val_SSIM: 0.895003

Epoch 666:
G_Loss: 0.020039
D_Loss: 2.000000
Val_PSNR: 32.5210
Val_SSIM: 0.895928

Epoch 667:
G_Loss: 0.020036
D_Loss: 2.000000
Val_PSNR: 32.5089
Val_SSIM: 0.893764

Epoch 668:
G_Loss: 0.020041
D_Loss: 2.000000
Val_PSNR: 32.5173
Val_SSIM: 0.894186

Epoch 669:
G_Loss: 0.020033
D_Loss: 2.000000
Val_PSNR: 32.5287
Val_SSIM: 0.895406

Epoch 670:
G_Loss: 0.020036
D_Loss: 2.000000
Val_PSNR: 32.5295
Val_SSIM: 0.894230

Epoch 671:
G_Loss: 0.020034
D_Loss: 2.000000
Val_PSNR: 32.5163
Val_SSIM: 0.894447

Epoch 672:
G_Loss: 0.020034
D_Loss: 2.000000
Val_PSNR: 32.5032
Val_SSIM: 0.895738

Epoch 673:
G_Loss: 0.020035
D_Loss: 2.000000
Val_PSNR: 32.5265
Val_SSIM: 0.895368

Epoch 674:
G_Loss: 0.020036
D_Loss: 2.000000
Val_PSNR: 32.5278
Val_SSIM: 0.897013

Epoch 675:
G_Loss: 0.020035
D_Loss: 2.000000
Val_PSNR: 32.5273
Val_SSIM: 0.895890

Epoch 676:
G_Loss: 0.020035
D_Loss: 2.000000
Val_PSNR: 32.5262
Val_SSIM: 0.894018

Epoch 677:
G_Loss: 0.020033
D_Loss: 2.000000
Val_PSNR: 32.5310
Val_SSIM: 0.893986

Epoch 678:
G_Loss: 0.020032
D_Loss: 2.000000
Val_PSNR: 32.5123
Val_SSIM: 0.894041

Epoch 679:
G_Loss: 0.020035
D_Loss: 2.000000
Val_PSNR: 32.5205
Val_SSIM: 0.892836

Epoch 680:
G_Loss: 0.020035
D_Loss: 2.000000
Val_PSNR: 32.5171
Val_SSIM: 0.894179

Epoch 681:
G_Loss: 0.020030
D_Loss: 2.000000
Val_PSNR: 32.5150
Val_SSIM: 0.895757

Epoch 682:
G_Loss: 0.020032
D_Loss: 2.000000
Val_PSNR: 32.5189
Val_SSIM: 0.893861

Epoch 683:
G_Loss: 0.020033
D_Loss: 2.000000
Val_PSNR: 32.5336
Val_SSIM: 0.895183

Epoch 684:
G_Loss: 0.020031
D_Loss: 2.000000
Val_PSNR: 32.5252
Val_SSIM: 0.895025

Epoch 685:
G_Loss: 0.020037
D_Loss: 2.000000
Val_PSNR: 32.5063
Val_SSIM: 0.894804

Epoch 686:
G_Loss: 0.020032
D_Loss: 2.000000
Val_PSNR: 32.5193
Val_SSIM: 0.895796

Epoch 687:
G_Loss: 0.020034
D_Loss: 2.000000
Val_PSNR: 32.5214
Val_SSIM: 0.894419

Epoch 688:
G_Loss: 0.020031
D_Loss: 2.000000
Val_PSNR: 32.5353
Val_SSIM: 0.894152

Epoch 689:
G_Loss: 0.020034
D_Loss: 2.000000
Val_PSNR: 32.5302
Val_SSIM: 0.894389

Epoch 690:
G_Loss: 0.020031
D_Loss: 2.000000
Val_PSNR: 32.5281
Val_SSIM: 0.895285

Epoch 691:
